date,time,category,sub-category,article,branch,link
2015-02-17,22:47:03,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647620907&oldid=647618597
2015-02-17,22:52:09,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647621583&oldid=647620907
2015-02-17,23:02:57,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647622928&oldid=647621583
2015-02-17,23:04:04,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647623061&oldid=647622928
2015-02-18,14:30:35,people,punjabi people,Punjabi people,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647712507&oldid=647383335
2015-02-18,16:57:38,military,soldier,Combatant,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647730716&oldid=644575054
2015-02-18,18:25:22,technology,theory,Quantitative computed tomography,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647742182&oldid=640536987
2015-02-18,19:03:36,politics,department,Transport Canada,Transport Canada,http://en.wikipedia.org/w/index.php?diff=647747332&oldid=645679870
2015-02-18,19:03:38,politics,department,Transport Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647747332&oldid=645679870
2015-02-18,19:27:38,media,music,Put Your Dreams Away (For Another Day),Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=647750539&oldid=570448816
2015-02-18,19:29:55,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647750880&oldid=647749091
2015-02-18,19:35:32,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647751674&oldid=647750880
2015-02-18,19:38:53,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647752066&oldid=647751674
2015-02-18,19:41:46,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647752479&oldid=647752066
2015-02-18,19:47:12,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647753202&oldid=647752479
2015-02-18,19:51:10,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647753767&oldid=647753202
2015-02-18,19:51:53,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647753875&oldid=647753767
2015-02-18,19:52:14,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647753906&oldid=647753875
2015-02-18,19:56:03,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647754429&oldid=647753906
2015-02-18,19:59:21,technology,product,Rolltop desk,Industry Canada,http://en.wikipedia.org/w/index.php?diff=647754919&oldid=620108628
2015-02-18,20:34:18,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647759811&oldid=647754429
2015-02-18,20:38:28,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647760389&oldid=647759811
2015-02-18,20:39:08,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647760494&oldid=647760389
2015-02-18,20:40:25,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647760672&oldid=647760494
2015-02-18,20:42:13,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647760914&oldid=647760672
2015-02-18,20:54:06,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647762525&oldid=647760914
2015-02-18,21:04:45,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647764064&oldid=647762525
2015-02-18,21:13:59,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647765326&oldid=647764064
2015-02-18,21:16:17,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647765600&oldid=647765326
2015-02-18,21:22:35,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647766384&oldid=647765600
2015-02-18,21:29:32,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647767316&oldid=647766384
2015-02-18,21:36:55,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647768316&oldid=647767316
2015-02-18,21:42:22,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647769029&oldid=647768316
2015-02-18,21:46:05,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647769528&oldid=647769029
2015-02-18,21:51:04,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647770261&oldid=647769528
2015-02-18,22:05:37,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647772181&oldid=647770261
2015-02-18,22:10:03,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647772769&oldid=647772181
2015-02-18,22:13:19,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647773237&oldid=647772769
2015-02-18,22:19:39,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647774008&oldid=647773237
2015-02-18,22:27:17,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647774981&oldid=647774008
2015-02-18,22:39:01,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647776476&oldid=647774981
2015-02-18,22:50:55,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647777893&oldid=647776476
2015-02-19,15:31:28,military,military equipment,C79 optical sight,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647888151&oldid=639299358
2015-02-19,15:32:58,military,military equipment,C79 optical sight,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647888330&oldid=647888151
2015-02-19,15:36:26,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647888723&oldid=647855577
2015-02-19,15:40:41,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647889361&oldid=647888723
2015-02-19,15:41:36,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647889504&oldid=647889361
2015-02-19,15:43:28,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647889748&oldid=647889504
2015-02-19,15:45:09,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647890000&oldid=647889748
2015-02-19,15:49:29,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647890539&oldid=647890000
2015-02-19,15:50:31,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647890673&oldid=647890539
2015-02-19,16:04:03,politics,politician,Allison Macfarlane,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647892367&oldid=642498150
2015-02-19,16:12:51,police,crime,Crime in Venezuela,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647893578&oldid=641220747
2015-02-19,16:35:55,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647896789&oldid=647854030
2015-02-19,16:52:40,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647899150&oldid=647898869
2015-02-19,16:55:12,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647899496&oldid=647899150
2015-02-19,16:57:03,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647899725&oldid=647899496
2015-02-19,17:07:05,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647901183&oldid=647901154
2015-02-19,17:14:40,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647902195&oldid=647901183
2015-02-19,17:20:38,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647902917&oldid=647902195
2015-02-19,17:21:53,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647903084&oldid=647902917
2015-02-19,17:22:49,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647903192&oldid=647903084
2015-02-19,17:24:30,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647903421&oldid=647903192
2015-02-19,17:27:00,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647903750&oldid=647903421
2015-02-19,18:27:22,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647911483&oldid=647905911
2015-02-19,18:31:18,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647911980&oldid=647911483
2015-02-19,18:42:28,politics,department,Nuclear Regulatory Commission,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647913368&oldid=636574838
2015-02-19,18:52:44,politics,department,Canadian Nuclear Safety Commission,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647914714&oldid=623087672
2015-02-19,19:02:34,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647916083&oldid=647911980
2015-02-19,19:09:33,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647916987&oldid=647916083
2015-02-19,20:21:45,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647926963&oldid=647914883
2015-02-19,20:23:52,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647927263&oldid=647926963
2015-02-19,20:26:34,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647927662&oldid=647927263
2015-02-19,20:30:32,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647928225&oldid=647927662
2015-02-19,20:33:54,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=647928719&oldid=647928225
2015-02-19,22:39:01,politics,organisation,Canadian Policy Research Networks,Industry Canada,http://en.wikipedia.org/w/index.php?diff=647947675&oldid=532131762
2015-02-19,22:40:58,politics,organisation,Canadian Policy Research Networks,Industry Canada,http://en.wikipedia.org/w/index.php?diff=647948085&oldid=647947675
2015-02-20,02:19:12,science,science object,Q19323444,Shared Services Canada,http://www.wikidata.org/w/index.php?oldid=197949266&rcid=198486876
2015-02-20,03:17:46,police,police,List of law enforcement agencies in Canada,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=647982254&oldid=646712695
2015-02-20,12:27:26,science,theory,Rivière atmosphérique,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112023597&oldid=112021029&rcid=135897580
2015-02-20,14:01:40,template,template,Template:JYP Entertainment,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648039972&oldid=645763378
2015-02-20,15:44:26,science,theory,Vaccinium vitis-idaea,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648051669&oldid=646922245
2015-02-20,16:59:35,media,radio,CBM-CFS3,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=648060872&oldid=615476693
2015-02-20,17:03:24,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648061389&oldid=647922517
2015-02-20,17:14:54,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648062828&oldid=648061389
2015-02-20,17:15:40,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648062936&oldid=648062828
2015-02-20,17:16:04,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648062999&oldid=648062936
2015-02-20,23:06:21,science,theory,Rivière atmosphérique,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112041346&oldid=112024150&rcid=135938775
2015-02-21,15:00:17,people,semite people,Sémites,Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112057097&oldid=111074162&rcid=135984200
2015-02-21,15:29:59,science,space,Luna 5,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058303&oldid=111627959&rcid=135986642
2015-02-21,15:31:48,media,manga,Shion (Saint Seiya),Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058386&oldid=111169777&rcid=135986792
2015-02-21,15:32:42,place,europe,Agnières-en-Dévoluy,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058428&oldid=110404481&rcid=135986881
2015-02-21,15:34:01,science,theory,Climat des Hautes-Pyrénées,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058480&oldid=110035618&rcid=135986986
2015-02-21,15:35:01,media,manga,Grand Line,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058516&oldid=111992974&rcid=135987057
2015-02-21,15:37:53,media,game,Solatorobo: Red the Hunter,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058617&oldid=111697009&rcid=135987304
2015-02-21,15:38:41,arts,actor,Chen Shu,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058648&oldid=106422401&rcid=135987368
2015-02-21,15:39:32,media,film,Le Triomphe de la volonté,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058681&oldid=109749788&rcid=135987437
2015-02-21,15:41:15,place,mountain,Monts Huang,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112058747&oldid=109514844&rcid=135987586
2015-02-21,18:17:40,police,police,Service de police de la ville de Montréal,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112063598&oldid=111897488&rcid=135998435
2015-02-21,18:18:19,police,police,Police municipale (Canada),Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112063614&oldid=106246881&rcid=135998463
2015-02-21,18:19:04,police,police,Service de police de Hamilton,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112063627&oldid=98303236&rcid=135998507
2015-02-21,18:19:54,police,police,Service de police de la Ville de Québec,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112063651&oldid=108279724&rcid=135998545
2015-02-21,18:20:25,police,police,Service de police de Toronto,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112063665&oldid=109905804&rcid=135998599
2015-02-21,18:41:57,place,america,Virginia Peak (Nevada),Environment Canada,http://en.wikipedia.org/w/index.php?diff=648217770&oldid=643750610
2015-02-23,07:09:37,talk,talk,Talk:Great power/History,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648441988&oldid=391204791
2015-02-23,08:50:21,media,music,Frank Sinatra Jr.,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648450809&oldid=646259115
2015-02-23,13:57:35,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112115909&oldid=112032317&rcid=136126552
2015-02-23,13:58:49,talk,talk,Talk:Dumas Brothel,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=648477066&oldid=648466420
2015-02-23,17:30:37,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648503017&oldid=648404939
2015-02-23,17:33:31,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648503413&oldid=648503017
2015-02-23,18:46:12,military,military equipment,LAPV Enok,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648512833&oldid=646204613
2015-02-23,19:41:55,media,author,Pattie Mallette,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648520348&oldid=647998580
2015-02-23,19:49:43,media,book,How Few Remain,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=648521387&oldid=646890990
2015-02-23,19:58:21,military,military unit,HMCS Algonquin (DDG 283),Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648522592&oldid=648508036
2015-02-23,21:06:56,talk,talk,Talk:Spawn (comics),Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648532109&oldid=627720623
2015-02-24,06:47:13,media,television,Fresh Off the Boat,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648593586&oldid=648531015
2015-02-24,18:00:51,product,food,Wagon Wheels,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648657732&oldid=648587757
2015-02-24,18:02:22,product,food,Wagon Wheels,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648657957&oldid=648657732
2015-02-24,21:28:58,military,military unit,65th Infantry Regiment (United Stat,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648686432&oldid=642862448
2015-02-25,19:37:41,media,radio,Grant Lawrence,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=648830752&oldid=648053152
2015-02-25,19:57:29,media,radio,Grant Lawrence,Canadian Broadcasting Corporation,http://en.wikipedia.org/w/index.php?diff=648833292&oldid=648830752
2015-02-25,20:49:53,people,canadian people,List of people from London Ontario,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648840234&oldid=647783216
2015-02-25,22:09:18,politics,politician,Maurice Vellacott,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=648850512&oldid=643425505
2015-02-25,22:11:45,politics,politician,Maurice Vellacott,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=648850783&oldid=648850512
2015-02-25,23:18:22,politics,politician,Brian Jean,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=648858942&oldid=635440588
2015-02-26,00:32:05,media,painting,Voice of Fire,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648867092&oldid=648584007
2015-02-26,15:32:12,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648948196&oldid=648013020
2015-02-26,15:34:05,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648948408&oldid=648948196
2015-02-26,15:39:06,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112221404&oldid=112161008&rcid=136337949
2015-02-26,15:42:31,military,military equipment,M203 grenade launcher,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648949376&oldid=643525536
2015-02-26,15:46:19,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648949855&oldid=648948408
2015-02-26,16:56:47,place,british colombia canada,Tahsis,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648958686&oldid=632116732
2015-02-26,16:57:16,place,british colombia canada,Tahsis,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=648958747&oldid=648958686
2015-02-26,18:47:35,politics,politician,Blake Richards,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=648972349&oldid=621275539
2015-02-26,19:20:32,politics,politicians,Jamie Nicholls,Canadian House of Commons,http://fr.wikipedia.org/w/index.php?diff=112228120&oldid=105969672&rcid=136350006
2015-02-26,19:31:27,military,military unit,Canadian Forces Northern Area Headquarters Yellowkni,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648978527&oldid=614329061
2015-02-26,19:32:14,military,military unit,Canadian Forces Northern Area Headquarters Yellowkni,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648978651&oldid=648978527
2015-02-26,19:47:36,talk,talk,Talk:Instagram,Environment Canada,http://en.wikipedia.org/w/index.php?diff=648980843&oldid=647821319
2015-02-26,20:03:34,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229119&oldid=112221568&rcid=136352541
2015-02-26,20:08:22,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229259&oldid=112229119&rcid=136352772
2015-02-26,20:10:07,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229306&oldid=112229264&rcid=136352845
2015-02-26,20:10:35,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229318&oldid=112229306&rcid=136352871
2015-02-26,20:14:53,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229434&oldid=112229395&rcid=136353050
2015-02-26,20:17:02,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229489&oldid=112229458&rcid=136353152
2015-02-26,20:18:16,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229519&oldid=112229499&rcid=136353212
2015-02-26,20:19:20,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229541&oldid=112229525&rcid=136353276
2015-02-26,20:20:31,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229579&oldid=112229554&rcid=136353347
2015-02-26,20:22:35,place,quebec canada,Charny (Lévis),Canadian Department of National Defence,http://fr.wikipedia.org/w/index.php?diff=112229630&oldid=112229581&rcid=136353458
2015-02-26,21:20:40,science,animal,List of bears,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=648993907&oldid=648699397
2015-02-27,16:42:31,science,theory,Toluene,Natural Resources Canada,http://en.wikipedia.org/w/index.php?diff=649106694&oldid=647896398
2015-02-27,17:21:39,science,science object,SDSS J0100+2802,Department of Justice Canada,http://en.wikipedia.org/w/index.php?diff=649111100&oldid=649093851
2015-02-27,18:37:05,sports,curling,2015 Tim Hortons Brier,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649120103&oldid=649095388
2015-02-27,18:45:36,sports,hockey,Earl Armstrong Arena,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649121090&oldid=643909387
2015-02-27,18:49:05,sports,hockey,Earl Armstrong Arena,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649121471&oldid=649121090
2015-02-27,18:52:13,sports,hockey,Earl Armstrong Arena,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649121844&oldid=649121471
2015-02-27,18:53:52,sports,hockey,Earl Armstrong Arena,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649122039&oldid=649121844
2015-02-27,18:54:25,sports,hockey,Earl Armstrong Arena,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649122115&oldid=649122039
2015-02-27,20:15:08,politics,politician,Maurice Vellacott,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=649131531&oldid=648850783
2015-02-27,20:18:46,politics,politician,Maurice Vellacott,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=649131950&oldid=649131531
2015-02-27,20:22:55,politics,politician,Maurice Vellacott,Canadian House of Commons,http://en.wikipedia.org/w/index.php?diff=649132431&oldid=649132168
2015-03-01,10:35:28,aviation,airline,Aéreo Calafia,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649359533&oldid=631961717
2015-03-01,16:27:05,file,file,File:Historic American Buildings Survey  Arnold Moses  P,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=151668294&oldid=141002697&rcid=155886395
2015-03-01,16:28:14,file,file,File:Thunderstorm near Elko Nevada.JPG,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=151668573&oldid=151638902&rcid=155886679
2015-03-01,16:29:37,file,file,File:Cloud and Thunderstorm.jpg,Environment Canada,http://commons.wikimedia.org/w/index.php?diff=151669161&oldid=150070484&rcid=155887315
2015-03-01,18:07:30,science,flood,Grande inondation de 1862,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112321936&oldid=112302713&rcid=136562626
2015-03-01,18:36:04,science,theory,Nuage noctulescent,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112322648&oldid=111122396&rcid=136564184
2015-03-01,18:39:26,science,theory,Nuage noctulescent,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112322741&oldid=112322648&rcid=136564364
2015-03-01,18:56:55,science,theory,Nuage noctulescent,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112323169&oldid=112322741&rcid=136565752
2015-03-01,19:00:15,science,theory,Nuage noctulescent,Environment Canada,http://fr.wikipedia.org/w/index.php?diff=112323266&oldid=112323169&rcid=136566049
2015-03-02,14:53:14,sports,hockey,Jeff Petry,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649540248&oldid=649537994
2015-03-02,14:56:32,media,dancer,Beryl McBurnie,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649540645&oldid=577847096
2015-03-02,15:39:39,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=649546041&oldid=649165073
2015-03-02,15:43:43,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=649546545&oldid=649546041
2015-03-02,15:44:37,military,military equipment,Colt Canada C7 rifle,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=649546653&oldid=649546545
2015-03-02,16:07:43,language,language,Quebec French profanity,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649549392&oldid=647175731
2015-03-02,17:49:34,media,business,Mitchell Kutney,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649562475&oldid=648884115
2015-03-02,17:50:18,media,business,Mitchell Kutney,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649562563&oldid=649562475
2015-03-02,18:31:16,politics,politician,Claude Carignan,Canadian House of Commons,http://fr.wikipedia.org/w/index.php?diff=112357012&oldid=109906951&rcid=136645239
2015-03-02,18:32:22,politics,politician,Claude Carignan,Canadian House of Commons,http://fr.wikipedia.org/w/index.php?diff=112357035&oldid=112357012&rcid=136645304
2015-03-02,19:04:14,place,quebec canada,Gatineau,Shared Services Canada,http://en.wikipedia.org/w/index.php?diff=649571897&oldid=648410145
2015-03-02,19:07:17,military,military unit,15th Field Artillery Regiment (Cana,Canadian Department of National Defence,http://en.wikipedia.org/w/index.php?diff=649572260&oldid=649459773
