Start Date,End Date,Event Title,Arc,Label,Tags,Participants,Notes
21/01/2015,21/01/2015,Canada's Technology Triangle,,place,ontario canada,Industry Canada,
21/01/2015,21/01/2015,List of The Stand characters,,media,television,Department of Justice Canada,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
21/01/2015,21/01/2015,Borden Grammar School,,education,high school,Canadian Department of National Defence,
21/01/2015,21/01/2015,Parc de la Gatineau,,place,ontario canada,Finance Canada,
21/01/2015,21/01/2015,Parc de la Gatineau,,place,ontario canada,Shared Services Canada,
21/01/2015,21/01/2015,Canada Olympic Park bobsleigh luge  and skeleton tr,,sports,bobsleigh,Shared Services Canada,
22/01/2015,22/01/2015,Q5513012,,science,science object,Shared Services Canada,
22/01/2015,22/01/2015,The Curse of Oak Island,,media,film,Canadian Department of National Defence,
22/01/2015,22/01/2015,Software framework,,technology,software,Shared Services Canada,
22/01/2015,22/01/2015,Isabelle Morin,,politics,politician,Canadian House of Commons,
22/01/2015,22/01/2015,Isabelle Morin,,politics,politician,Canadian House of Commons,
23/01/2015,23/01/2015,List of snipers,,military,soldier,Library and Archives Canada,
23/01/2015,23/01/2015,List of snipers,,military,soldier,Library and Archives Canada,
23/01/2015,23/01/2015,Guy Marcoux,,media,music,Department of Justice Canada,
23/01/2015,23/01/2015,Opposites Attract (1990 film),,media,film,Government of Canada,
23/01/2015,23/01/2015,Opposites Attract (1990 film),,media,film,Shared Services Canada,
23/01/2015,23/01/2015,Pontiac Quebec,,place,quebec canada,Canadian Department of National Defence,
23/01/2015,23/01/2015,Niki Ashton,,politics,politician,Canadian House of Commons,
23/01/2015,23/01/2015,User talk:Padraic,,user,user,Shared Services Canada,
23/01/2015,23/01/2015,Rogers K-Rock Centre,,media,media place,Shared Services Canada,
23/01/2015,23/01/2015,Ancaster Ontario,,place,ontario canada,Natural Resources Canada,
23/01/2015,23/01/2015,Niki Ashton,,politics,politician,Canadian House of Commons,
23/01/2015,23/01/2015,Citizenship judge,,politics,law,Shared Services Canada,
24/01/2015,24/01/2015,Halifax (Nouvelle-Écosse),,place,nova scotia canada,Finance Canada,
24/01/2015,24/01/2015,Halifax (Nouvelle-Écosse),,place,nova scotia canada,Shared Services Canada,
24/01/2015,24/01/2015,Talk:Walt Disney World Railroad,,talk,talk,Shared Services Canada,
24/01/2015,24/01/2015,Madeline Merlo,,media,music,Canadian Department of National Defence,
24/01/2015,24/01/2015,Madeline Merlo,,media,music,Canadian Department of National Defence,
24/01/2015,24/01/2015,Madeline Merlo,,media,music,Canadian Department of National Defence,
24/01/2015,24/01/2015,Madeline Merlo,,media,music,Canadian Department of National Defence,
26/01/2015,26/01/2015,List of Fullmetal Alchemist characters,,media,television,Environment Canada,
26/01/2015,26/01/2015,Marjolaine Boutin-Sweet,,politics,politician,Canadian House of Commons,
26/01/2015,26/01/2015,Madagascar,,place,africa,Shared Services Canada,
26/01/2015,26/01/2015,Boeing C-17 Globemaster III,,military,military equipment,Canadian Department of National Defence,
26/01/2015,26/01/2015,Suicide of Rehtaeh Parsons,,politics,event,Canadian Department of National Defence,
26/01/2015,26/01/2015,Castor,,disambiguation,disambiguation,Canadian Department of National Defence,
26/01/2015,26/01/2015,Vacuum,,technology,cleaning,Canadian Department of National Defence,
26/01/2015,26/01/2015,Vacuum,,technology,cleaning,Canadian Department of National Defence,
26/01/2015,26/01/2015,Rhysling Award,,media,poetry,Shared Services Canada,
26/01/2015,26/01/2015,Sherbrooke Hussars,,military,military unit,Canadian Department of National Defence,
26/01/2015,26/01/2015,Sherbrooke Hussars,,military,military unit,Canadian Department of National Defence,
26/01/2015,26/01/2015,Sherbrooke Hussars,,military,military unit,Canadian Department of National Defence,
26/01/2015,26/01/2015,Sherbrooke Hussars,,military,military unit,Canadian Department of National Defence,
26/01/2015,26/01/2015,Sherbrooke Hussars,,military,military unit,Canadian Department of National Defence,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Department of Fisheries and Oceans,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Shared Services Canada,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Department of Fisheries and Oceans,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Shared Services Canada,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Department of Fisheries and Oceans,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Shared Services Canada,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Department of Fisheries and Oceans,
27/01/2015,27/01/2015,Halifax Nova Scotia,,place,nova scotia canada,Shared Services Canada,
27/01/2015,27/01/2015,Duncan McNab McEachran,,science,scientist,Canadian House of Commons,
27/01/2015,27/01/2015,Q4960350,,science,science object,Shared Services Canada,
28/01/2015,28/01/2015,Emeritus,,language,language,Shared Services Canada,
28/01/2015,28/01/2015,List of supermarket chains in Canada,,product,food,Shared Services Canada,
28/01/2015,28/01/2015,Nathan Burgoine,,media,author,Shared Services Canada,
28/01/2015,28/01/2015,John Slaney,,sports,hockey,Shared Services Canada,
28/01/2015,28/01/2015,John Kricfalusi,,media,cartoon,Canadian Department of National Defence,
28/01/2015,28/01/2015,Talk:United States diplomatic cable,,talk,talk,Canadian Department of National Defence,
28/01/2015,28/01/2015,Talk:United States diplomatic cable,,talk,talk,Canadian Department of National Defence,
28/01/2015,28/01/2015,Talk:United States diplomatic cable,,talk,talk,Canadian Department of National Defence,
28/01/2015,28/01/2015,Pepper Ann,,media,television,Shared Services Canada,
28/01/2015,28/01/2015,1st Canadian Armoured Brigade,,military,military unit,Canadian Department of National Defence,
29/01/2015,29/01/2015,Suicide of Rehtaeh Parsons,,politics,event,Canadian Department of National Defence,
29/01/2015,29/01/2015,The Game (UK TV series),,media,television,Shared Services Canada,
29/01/2015,29/01/2015,The Game (UK TV series),,media,television,Transport Canada,
29/01/2015,29/01/2015,2015 in South Korean music,,media,music,Shared Services Canada,
29/01/2015,29/01/2015,Economic Club of Canada,,politics,organisation,Canadian House of Commons,
29/01/2015,29/01/2015,Suhana Meharchand,,media,television,Canadian House of Commons,
29/01/2015,29/01/2015,The House of the Devil,,media,film,Shared Services Canada,
29/01/2015,29/01/2015,Arcade Building (Toronto),,place,ontario canada,Canadian Department of National Defence,
30/01/2015,30/01/2015,Belmont Secondary School,,education,high school,Canadian Department of National Defence,
30/01/2015,30/01/2015,HMCS Calgary,,military,military unit,Canadian Department of National Defence,
30/01/2015,30/01/2015,Ted Opitz,,politics,politician,Canadian House of Commons,
30/01/2015,30/01/2015,The Last Starfighter,,media,film,Shared Services Canada,
30/01/2015,30/01/2015,The Last Starfighter,,media,film,Shared Services Canada,
30/01/2015,30/01/2015,The Last Starfighter,,media,film,Shared Services Canada,
30/01/2015,30/01/2015,The Last Starfighter,,media,film,Shared Services Canada,
30/01/2015,30/01/2015,Harold Pringle,,military,soldier,Canadian Department of National Defence,
02/02/2015,02/02/2015,Objet (informatique),,technology,software,Natural Resources Canada,
02/02/2015,02/02/2015,Counter-recruitment,,military,military event,Shared Services Canada,
02/02/2015,02/02/2015,The 39 Steps (play),,media,play,Canadian Department of National Defence,
02/02/2015,02/02/2015,Patrick Barlow,,media,comedy,Canadian Department of National Defence,
02/02/2015,02/02/2015,Patrick Barlow,,media,comedy,Canadian Department of National Defence,
02/02/2015,02/02/2015,Patrick Barlow,,media,comedy,Canadian Department of National Defence,
02/02/2015,02/02/2015,The 39 Steps (play),,media,play,Canadian Department of National Defence,
02/02/2015,02/02/2015,Thomas Mulcair,,poltics,politician,Canadian House of Commons,
02/02/2015,02/02/2015,Yvon Godin,,politics,politician,Canadian House of Commons,
02/02/2015,02/02/2015,Canadian Interuniversity Sport football,,sports,football,Canadian House of Commons,
02/02/2015,02/02/2015,Canadian Football League,,sports,football,Canadian House of Commons,
02/02/2015,02/02/2015,Canadian Football League,,sports,football,Canadian House of Commons,
02/02/2015,02/02/2015,Alberto Fujimori,,politics,politician,Shared Services Canada,
02/02/2015,02/02/2015,Koppány,,politics,royalty,Canadian Department of National Defence,
02/02/2015,02/02/2015,Progressive Conservative Party of Ontario leaders,,politics,politics event,Canadian House of Commons,
03/02/2015,03/02/2015,German submarine U-536,,military,military unit,Canadian Department of National Defence,
03/02/2015,03/02/2015,Elizabeth J. Duncan,,media,author,Department of Fisheries and Oceans,
03/02/2015,03/02/2015,Elizabeth J. Duncan,,media,author,Shared Services Canada,
03/02/2015,03/02/2015,Ottawa West—Nepean,,place,ontario canada,Shared Services Canada,
03/02/2015,03/02/2015,Bay Roberts,,place,north america,Canadian Department of National Defence,
03/02/2015,03/02/2015,Ottawa West—Nepean,,place,ontario canada,Shared Services Canada,
03/02/2015,03/02/2015,Osgoode Township High School,,education,high school,Canadian Department of National Defence,
03/02/2015,03/02/2015,The Flintstone Comedy Hour,,media,television,Shared Services Canada,
03/02/2015,03/02/2015,The Flintstone Comedy Hour,,media,television,Government of Canada,
03/02/2015,03/02/2015,Indian Act,,politics,law,Canadian Department of National Defence,
03/02/2015,03/02/2015,Indian Act,,politics,law,Canadian Department of National Defence,
03/02/2015,03/02/2015,Talk:Indian Act,,talk,talk,Canadian Department of National Defence,
03/02/2015,03/02/2015,Talk:Indian Act,,talk,talk,Canadian Department of National Defence,
03/02/2015,03/02/2015,Talk:Indian Act,,talk,talk,Canadian Department of National Defence,
03/02/2015,03/02/2015,2014 shootings at Parliament Hill ,,terrorism,attack,Canadian Department of National Defence,
03/02/2015,03/02/2015,Hao Haidong,,sports,soccer,Shared Services Canada,
03/02/2015,03/02/2015,Hao Haidong,,sports,soccer,Shared Services Canada,
03/02/2015,03/02/2015,Maroon beret,,military,military equipment,Canadian Department of National Defence,
05/02/2015,05/02/2015,Ewa Mółr,,deleted,deleted,Shared Services Canada,
05/02/2015,05/02/2015,HMCS St. John's (FFH 340),,military,military unit,Canadian Department of National Defence,
05/02/2015,05/02/2015,Canadian Armed Forces,,military,military unit,Canadian Department of National Defence,
05/02/2015,05/02/2015,G.Soul,,media,singer,Shared Services Canada,
05/02/2015,05/02/2015,JYP Entertainment,,media,music,Shared Services Canada,
05/02/2015,05/02/2015,Template:JYP Entertainment,,template,template,Shared Services Canada,
05/02/2015,05/02/2015,Royal Canadian Horse Artillery,,military,military unit,Canadian Department of National Defence,
05/02/2015,05/02/2015,Authorization to Transport,,police,firearms,Shared Services Canada,
05/02/2015,05/02/2015,Authorization to Transport,,police,firearms,Transport Canada,
05/02/2015,05/02/2015,I Mother Earth,,media,music,Shared Services Canada,
05/02/2015,05/02/2015,I Mother Earth,,media,music,Shared Services Canada,
05/02/2015,05/02/2015,I Mother Earth,,media,music,Shared Services Canada,
05/02/2015,05/02/2015,Carpenter Gothic,,arts,architecture,Natural Resources Canada,
05/02/2015,05/02/2015,Carpenter Gothic,,arts,architecture,Natural Resources Canada,
06/02/2015,06/02/2015,The Grey and Simcoe Foresters,,military,military unit,Canadian Department of National Defence,
06/02/2015,06/02/2015,Cairine Wilson Secondary School,,education,high school,Shared Services Canada,
06/02/2015,06/02/2015,Le Régiment de Hull (RCAC),,military,military unit,Canadian Department of National Defence,
06/02/2015,06/02/2015,Le Régiment de Hull (RCAC),,military,military unit,Canadian Department of National Defence,
06/02/2015,06/02/2015,Le Régiment de Hull (RCAC),,military,military unit,Canadian Department of National Defence,
06/02/2015,06/02/2015,Acte de Québec,,politics,law,Shared Services Canada,
06/02/2015,06/02/2015,Acte de Québec,,politics,law,Shared Services Canada,
06/02/2015,06/02/2015,2015 in South Korean music,,media,music,Shared Services Canada,
06/02/2015,06/02/2015,Beauharnois (ville),,place,quebec canada,Canadian House of Commons,
06/02/2015,06/02/2015,Alan Gilbert (conductor),,media,music,Shared Services Canada,
08/02/2015,08/02/2015,The Brockville Rifles,,military,military unit,Shared Services Canada,
08/02/2015,08/02/2015,Fugget About It,,media,television,Shared Services Canada,
08/02/2015,08/02/2015,Steve Vigneault,,sports,mixed martial arts,Finance Canada,
08/02/2015,08/02/2015,Steve Vigneault,,sports,mixed martial arts,Shared Services Canada,
09/02/2015,09/02/2015,Joint Force Training Centre,,military,military place,Canadian Department of National Defence,
09/02/2015,09/02/2015,Équipe du Sénégal de football,,sports,soccer,Shared Services Canada,
09/02/2015,09/02/2015,Halifax Nova Scotia,,place,nova scotia canada,Shared Services Canada,
09/02/2015,09/02/2015,Halifax Nova Scotia,,place,nova scotia canada,Department of Fisheries and Oceans,
09/02/2015,09/02/2015,Oakville North—Burlington,,place,ontario canada,Shared Services Canada,
09/02/2015,09/02/2015,Oakville North—Burlington,,place,ontario canada,Shared Services Canada,
09/02/2015,09/02/2015,CCGS Hudson,,military,military equipment,Shared Services Canada,
09/02/2015,09/02/2015,CCGS Hudson,,military,military equipment,Shared Services Canada,
09/02/2015,09/02/2015,Athlete Assistance Program,,sports,athletics,Shared Services Canada,
09/02/2015,09/02/2015,28e conseil des ministres du Canada,,politics,politics event,Shared Services Canada,
10/02/2015,10/02/2015,HMCS Carleton,,military,military unit,Canadian Department of National Defence,
10/02/2015,10/02/2015,Operation Varsity,,military,military event,Canadian Department of National Defence,
10/02/2015,10/02/2015,Lawrence A. Mysak,,education,professor,Shared Services Canada,
10/02/2015,10/02/2015,Lawrence A. Mysak,,education,professor,Shared Services Canada,
11/02/2015,11/02/2015,The Grey and Simcoe Foresters,,military,military unit,Canadian Department of National Defence,
11/02/2015,11/02/2015,Salem's Lot (1979 miniseries),,media,television,Canadian Department of National Defence,
11/02/2015,11/02/2015,Queen's Regulations and Orders for ,,military,military event,Canadian Department of National Defence,
11/02/2015,11/02/2015,Gabriel Cusson,,media,music,Shared Services Canada,
11/02/2015,11/02/2015,Gabriel Cusson,,media,music,Transport Canada,
11/02/2015,11/02/2015,Croton-on-Hudson New York,,place,america,Department of Justice Canada,
11/02/2015,11/02/2015,Croton-on-Hudson New York,,place,america,Department of Justice Canada,
12/02/2015,12/02/2015,Dalton Armoury,,military,military place,Shared Services Canada,
12/02/2015,12/02/2015,Babu (title),,language,title,Canadian Department of National Defence,
12/02/2015,12/02/2015,Section 1782 Discovery,,politics,law,Industry Canada,
13/02/2015,13/02/2015,Assad Kotaite,,politics,politician,Shared Services Canada,
13/02/2015,13/02/2015,Governor General's Foot Guards,,military,military unit,Department of Justice Canada,
14/02/2015,14/02/2015,La Salle Secondary School,,education,high school,Shared Services Canada,
14/02/2015,14/02/2015,Matt Kirk,,sports,football,Shared Services Canada,
14/02/2015,14/02/2015,Matt Kirk,,sports,football,Shared Services Canada,
14/02/2015,14/02/2015,Alpine Canada,,politics,organisation,Shared Services Canada,
14/02/2015,14/02/2015,Championnat du monde de roller in l,,sports,roller skating,Canadian Department of National Defence,
16/02/2015,16/02/2015,ISIL takeover of Derna,,military,military event,Shared Services Canada,
16/02/2015,16/02/2015,Vovin,,disambiguation,disambiguation,Canadian Department of National Defence,
16/02/2015,16/02/2015,Orca-class patrol vessel,,military,military equipment,Canadian Department of National Defence,
17/02/2015,17/02/2015,Geneva Illinois,,place,america,Shared Services Canada,
17/02/2015,17/02/2015,The Walter and Duncan Gordon Foundation,,politics,organisation,Canadian Broadcasting Corporation,
17/02/2015,17/02/2015,Alpha Flight,,media,comic,Shared Services Canada,
17/02/2015,17/02/2015,World Pond Hockey Championships,,sports,hockey,Shared Services Canada,
17/02/2015,17/02/2015,World Pond Hockey Championships,,sports,hockey,Shared Services Canada,
17/02/2015,17/02/2015,Royal Military College of Canada,,military,military unit,Canadian Department of National Defence,
17/02/2015,17/02/2015,Rotten and pocket boroughs,,science,geographic place,Department of Justice Canada,
17/02/2015,17/02/2015,Rotten and pocket boroughs,,science,geographic place,Department of Justice Canada,
17/02/2015,17/02/2015,Irwin Cotler,,politics,politician,Canadian House of Commons,
17/02/2015,17/02/2015,Restaurant Brands International,,company,company,Shared Services Canada,
17/02/2015,17/02/2015,Tatiana P. Grigorieva,,sports,pole vault,Environment Canada,
17/02/2015,17/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
17/02/2015,17/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
17/02/2015,17/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
17/02/2015,17/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
17/02/2015,17/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,Punjabi people,,people,punjabi people,Shared Services Canada,
18/02/2015,18/02/2015,Combatant,,military,soldier,Canadian Department of National Defence,
18/02/2015,18/02/2015,Quantitative computed tomography,,technology,theory,Shared Services Canada,
18/02/2015,18/02/2015,Transport Canada,,politics,department,Transport Canada,
18/02/2015,18/02/2015,Transport Canada,,politics,department,Shared Services Canada,
18/02/2015,18/02/2015,Put Your Dreams Away (For Another Day),,media,music,Canadian Broadcasting Corporation,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,Rolltop desk,,technology,product,Industry Canada,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
18/02/2015,18/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,C79 optical sight,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,C79 optical sight,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Allison Macfarlane,,politics,politician,Shared Services Canada,
19/02/2015,19/02/2015,Crime in Venezuela,,police,crime,Shared Services Canada,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,Nuclear Regulatory Commission,,politics,department,Shared Services Canada,
19/02/2015,19/02/2015,Canadian Nuclear Safety Commission,,politics,department,Shared Services Canada,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Colt Canada C7 rifle,,military,military equipment,Canadian Department of National Defence,
19/02/2015,19/02/2015,Canadian Policy Research Networks,,politics,organisation,Industry Canada,
19/02/2015,19/02/2015,Canadian Policy Research Networks,,politics,organisation,Industry Canada,
20/02/2015,20/02/2015,Q19323444,,science,science object,Shared Services Canada,
20/02/2015,20/02/2015,List of law enforcement agencies in Canada,,police,police,Shared Services Canada,
20/02/2015,20/02/2015,Rivière atmosphérique,,science,theory,Environment Canada,
20/02/2015,20/02/2015,Template:JYP Entertainment,,template,template,Shared Services Canada,
20/02/2015,20/02/2015,Vaccinium vitis-idaea,,science,theory,Shared Services Canada,
20/02/2015,20/02/2015,CBM-CFS3,,media,radio,Natural Resources Canada,
20/02/2015,20/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
20/02/2015,20/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
20/02/2015,20/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
20/02/2015,20/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
20/02/2015,20/02/2015,Rivière atmosphérique,,science,theory,Environment Canada,
21/02/2015,21/02/2015,Sémites,,people,semite people,Canadian Department of National Defence,
21/02/2015,21/02/2015,Luna 5,,science,space,Environment Canada,
21/02/2015,21/02/2015,Shion (Saint Seiya),,media,manga,Environment Canada,
21/02/2015,21/02/2015,Agnières-en-Dévoluy,,place,europe,Environment Canada,
21/02/2015,21/02/2015,Climat des Hautes-Pyrénées,,science,theory,Environment Canada,
21/02/2015,21/02/2015,Grand Line,,media,manga,Environment Canada,
21/02/2015,21/02/2015,Solatorobo: Red the Hunter,,media,game,Environment Canada,
21/02/2015,21/02/2015,Chen Shu,,arts,actor,Environment Canada,
21/02/2015,21/02/2015,Le Triomphe de la volonté,,media,film,Environment Canada,
21/02/2015,21/02/2015,Monts Huang,,place,mountain,Environment Canada,
21/02/2015,21/02/2015,Service de police de la ville de Montréal,,police,police,Environment Canada,
21/02/2015,21/02/2015,Police municipale (Canada),,police,police,Environment Canada,
21/02/2015,21/02/2015,Service de police de Hamilton,,police,police,Environment Canada,
21/02/2015,21/02/2015,Service de police de la Ville de Québec,,police,police,Environment Canada,
21/02/2015,21/02/2015,Service de police de Toronto,,police,police,Environment Canada,
21/02/2015,21/02/2015,Virginia Peak (Nevada),,place,america,Environment Canada,
23/02/2015,23/02/2015,Talk:Great power/History,,talk,talk,Shared Services Canada,
23/02/2015,23/02/2015,Frank Sinatra Jr.,,media,music,Shared Services Canada,
23/02/2015,23/02/2015,Charny (Lévis),,place,quebec canada,Canadian Department of National Defence,
23/02/2015,23/02/2015,Talk:Dumas Brothel,,talk,talk,Natural Resources Canada,
23/02/2015,23/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
23/02/2015,23/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
23/02/2015,23/02/2015,LAPV Enok,,military,military equipment,Canadian Department of National Defence,
23/02/2015,23/02/2015,Pattie Mallette,,media,author,Shared Services Canada,
23/02/2015,23/02/2015,How Few Remain,,media,book,Canadian House of Commons,
23/02/2015,23/02/2015,HMCS Algonquin (DDG 283),,military,military unit,Canadian Department of National Defence,
23/02/2015,23/02/2015,Talk:Spawn (comics),,talk,talk,Shared Services Canada,
24/02/2015,24/02/2015,Fresh Off the Boat,,media,television,Shared Services Canada,
24/02/2015,24/02/2015,Wagon Wheels,,product,food,Shared Services Canada,
24/02/2015,24/02/2015,Wagon Wheels,,product,food,Shared Services Canada,
24/02/2015,24/02/2015,65th Infantry Regiment (United Stat,,military,military unit,Canadian Department of National Defence,
25/02/2015,25/02/2015,Grant Lawrence,,media,radio,Canadian Broadcasting Corporation,
25/02/2015,25/02/2015,Grant Lawrence,,media,radio,Canadian Broadcasting Corporation,
25/02/2015,25/02/2015,List of people from London Ontario,,people,canadian people,Canadian Department of National Defence,
25/02/2015,25/02/2015,Maurice Vellacott,,politics,politician,Canadian House of Commons,
