date,category,sub-category,article,branch
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,aviation,airport,Ottawa Macdonald–Cartier International Airport,Canadian House of Commons
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,place,geographic term,Gorski kotar,Shared Services Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,technology,internet,List of Web archiving initiatives,Library and Archives Canada
16/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
16/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
16/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
16/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
16/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
16/12/2014,media,film,Gene Kelly,Government of Canada
16/12/2014,media,film,Gene Kelly,Shared Services Canada
16/12/2014,place,middle east,Tehrik-i-Taliban Pakistan,Canadian Department of National Defence
16/12/2014,place,ontario canada,Canada House,Shared Services Canada
16/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Shared Services Canada
16/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Government of Canada
16/12/2014,file,file,File:Hi-in sky.JPG,Environment Canada
16/12/2014,category,category,Category:Fallstreak holes,Environment Canada
16/12/2014,file,file,File:Fallstreak hole over Moscow 04.ogg,Environment Canada
16/12/2014,file,file,File:Fallstreak hole over Moscow 04.ogg,Environment Canada
16/12/2014,place,ontario canada,Waterloo Ontario,Environment Canada
16/12/2014,product,food,Honey Nut Cheerios,Canadian House of Commons
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,british colombia canada,Bennett  British Columbia,Shared Services Canada
17/12/2014,place,manitoba canada,Saint Boniface—Saint Vital,Canadian House of Commons
17/12/2014,politics,politician,Pierre Trudeau,Shared Services Canada
17/12/2014,politics,politician,Gérard Asselin,Canadian House of Commons
17/12/2014,file,file,File:Gone Driveabout 1 Incipient cloud street Indian O,Environment Canada
17/12/2014,science,theory,Coeur du courant-jet,Environment Canada
17/12/2014,science,air,Jet streak,Environment Canada
17/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Government of Canada
17/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Shared Services Canada
17/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Government of Canada
17/12/2014,media,television,Yabba-Dabba-Doo! The Happy World of Hanna-Barbera,Shared Services Canada
17/12/2014,military,military event,Queen's Regulations and Orders for ,Canadian Department of National Defence
17/12/2014,politics,poltician,Art Eggleton,Canadian House of Commons
17/12/2014,science,science place,Trauma center,Canadian Department of National Defence
17/12/2014,science,theory,Instability,Environment Canada
17/12/2014,science,theory,Instabilité,Environment Canada
17/12/2014,science,theory,Instabilité électrothermique,Environment Canada
17/12/2014,science,theory,Digitation visqueuse,Environment Canada
17/12/2014,science,theory,Instabilité de Faraday,Environment Canada
17/12/2014,science,theory,Instabilité de Kelvin-Helmholtz,Environment Canada
17/12/2014,science,theory,Instabilité de Plateau-Rayleigh,Environment Canada
17/12/2014,science,theory,Instabilité de Rayleigh-Taylor,Environment Canada
17/12/2014,science,theory,Instabilité de Richtmyer-Meshkov,Environment Canada
17/12/2014,science,theory,Instabilité de Taylor-Couette,Environment Canada
17/12/2014,science,theory,Instabilité gravitaire,Environment Canada
17/12/2014,science,theory,Instabilité gravitationnelle,Environment Canada
17/12/2014,science,theory,Instabilité géométrique,Environment Canada
18/12/2014,media,music,Walk off the Earth,Canadian Broadcasting Corporation
18/12/2014,disambiguation,disambiguation,Redan (disambiguation),Canadian Department of National Defence
18/12/2014,education,university,Norman Paterson School of International Affairs,Shared Services Canada
18/12/2014,media,event,Potluck,Canadian Department of National Defence
18/12/2014,media,event,Potluck,Canadian Department of National Defence
18/12/2014,media,event,Potluck,Canadian Department of National Defence
19/12/2014,media,film,The Small One,Government of Canada
19/12/2014,media,film,The Small One,Shared Services Canada
19/12/2014,media,film,The Small One,Government of Canada
19/12/2014,media,film,The Small One,Shared Services Canada
19/12/2014,media,film,The Small One,Government of Canada
19/12/2014,media,film,The Small One,Shared Services Canada
19/12/2014,language,language,P'ent'ay,Shared Services Canada
19/12/2014,place,quebec canada,Griffintown,Shared Services Canada
19/12/2014,place,quebec canada,Griffintown,Shared Services Canada
19/12/2014,place,quebec canada,Griffintown,Shared Services Canada
19/12/2014,media,painting,Itzchak Tarkay,Industry Canada
20/12/2014,science,scientist,Robert Simpson (météorologue),Environment Canada
20/12/2014,science,scientist,Robert Simpson,Environment Canada
20/12/2014,science,scientist,Robert Simpson,Environment Canada
20/12/2014,science,science object,Q6712086,Environment Canada
21/12/2014,science,science event,Pox party,Shared Services Canada
21/12/2014,science,science event,Pox party,Shared Services Canada
21/12/2014,science,science event,Pox party,Shared Services Canada
21/12/2014,file,file,File:Gdansk chmura 1.jpg,Environment Canada
21/12/2014,file,file,File:Nuages 7.jpg,Environment Canada
21/12/2014,file,file,File:Jar Raduni 6.jpg,Environment Canada
21/12/2014,file,file,File:Nebe.jpg,Environment Canada
21/12/2014,file,file,File:Nuages 1.jpg,Environment Canada
21/12/2014,file,file,File:Nuages 3.jpg,Environment Canada
21/12/2014,file,file,File:Nuages 4.jpg,Environment Canada
21/12/2014,file,file,File:Nuages 6.jpg,Environment Canada
21/12/2014,file,file,File:Dugny. Météo. R. Berthelé. Théodolite - Fonds Berth,Environment Canada
21/12/2014,file,file,File:Dugny. RGA (réserve générale d'aviation). Station c,Environment Canada
21/12/2014,file,file,File:Dugny. RGA (réserve générale d'aviation). Station c,Environment Canada
21/12/2014,category,category,Category:Cloud Atlas,Environment Canada
21/12/2014,science,meteorology,Glossaire de la météorologie,Environment Canada
21/12/2014,science,meteorology,Glossaire de la météorologie,Environment Canada
21/12/2014,file,file,File:Dramatismo natural (5922539403).jpg,Environment Canada
21/12/2014,file,file,File:Clouds22.jpg,Environment Canada
21/12/2014,file,file,File:Dreamy California Sky.jpg,Environment Canada
21/12/2014,file,file,File:Late afternoon sunset (3947976925).jpg,Environment Canada
21/12/2014,file,file,File:Late evening (2683342134).jpg,Environment Canada
21/12/2014,file,file,File:Lardosbeachcloud01.JPG,Environment Canada
21/12/2014,file,file,File:Lanin nubes.jpg,Environment Canada
21/12/2014,file,file,File:Mama Clouds.jpg,Environment Canada
21/12/2014,file,file,File:Mlf-asa-06-sa1001501.jpg,Environment Canada
21/12/2014,file,file,File:Mlf-asa-06-sa1001502.jpg,Environment Canada
21/12/2014,file,file,File:Mlf-asa-06-sa1001503.jpg,Environment Canada
21/12/2014,file,file,File:Monastery in montenegrin royal city Cetinje.jpg,Environment Canada
21/12/2014,file,file,File:Moln Johannes Jansson (2).jpg,Environment Canada
21/12/2014,file,file,File:Moln Johannes Jansson (3).jpg,Environment Canada
21/12/2014,file,file,File:Montañas al norte de Cúcuta .2.JPG,Environment Canada
21/12/2014,file,file,File:Moody Day (4265803035).jpg,Environment Canada
21/12/2014,file,file,File:Bord-de-nuage.jpg,Environment Canada
21/12/2014,file,file,File:Clouds 301106.jpg,Environment Canada
21/12/2014,file,file,File:Cloud-tree-cycle.JPG,Environment Canada
21/12/2014,file,file,File:Clouds 01.jpg,Environment Canada
21/12/2014,file,file,File:Clouds after cold front.jpg,Environment Canada
21/12/2014,file,file,File:Clouds florence 11.jpg,Environment Canada
21/12/2014,file,file,File:Mount Ngauruhoe (6371802057).jpg,Environment Canada
21/12/2014,file,file,File:Mount Rose 1 (3147011822).jpg,Environment Canada
21/12/2014,file,file,File:Morning clouds7.JPG,Environment Canada
21/12/2014,file,file,File:My Bliss edited.jpg,Environment Canada
21/12/2014,file,file,File:My bliss.jpg,Environment Canada
22/12/2014,military,military rank,Canadian Forces ranks and insignia,Canadian Department of National Defence
22/12/2014,media,games,Titanfall,Shared Services Canada
22/12/2014,automobiles,car,Volkswagen Passat,Finance Canada
22/12/2014,automobiles,car,Volkswagen Passat,Shared Services Canada
22/12/2014,file,file,File:Flickr - Nicholas T - Enclosure.jpg,Environment Canada
22/12/2014,file,file,File:Matčina hora a křivoklátsko.jpg,Environment Canada
22/12/2014,file,file,File:Set3 Fir0002 stiched cloned.jpg,Environment Canada
22/12/2014,politics,politics event,Ottawa Rapid Transit,Shared Services Canada
22/12/2014,aviation,airport,Aeroporto da Portela,Canadian Department of National Defence
22/12/2014,politics,politician,Kyle Seeback,Canadian House of Commons
22/12/2014,place,new brunswick canada,Edmundston,Natural Resources Canada
22/12/2014,science,theory,Nuage,Environment Canada
22/12/2014,file,file,File:Altocumulus stratiformis am Morgen.jpg,Environment Canada
22/12/2014,politics,politician,Tony Clement,Canadian House of Commons
22/12/2014,category,category,Category:Perlucidus cloud varieties,Environment Canada
22/12/2014,file,file,File:Ac perlucidus.JPG,Environment Canada
22/12/2014,file,file,File:Above the Clouds.jpg,Environment Canada
22/12/2014,file,file,File:Large Stratocumulus.JPG,Environment Canada
22/12/2014,file,file,File:Dunkle Wolkenformation 2008-06-20.jpg,Environment Canada
22/12/2014,file,file,File:Evening.jpg,Environment Canada
22/12/2014,file,file,File:Flickr - ronsaunders47 - Is it a kangaroo or is it,Environment Canada
22/12/2014,file,file,File:Glen Strathfarrar - Flickr - Graham Grinner Lewis.j,Environment Canada
22/12/2014,file,file,File:Jytimtraffic - 10.jpeg,Environment Canada
22/12/2014,file,file,File:Jytimtraffic - 10.jpeg,Environment Canada
22/12/2014,file,file,File:海中暴雨.JPG,Environment Canada
22/12/2014,file,file,File:Cielo Nublado.jpg,Environment Canada
22/12/2014,file,file,File:CLOUDS-12.jpg,Environment Canada
22/12/2014,file,file,File:Clouds-dusk-thunderstorm-near.jpg,Environment Canada
22/12/2014,file,file,File:Slovakia-Trencin stormy day.jpg,Environment Canada
22/12/2014,file,file,File:Panorama Schlossmauer 2.jpg,Environment Canada
22/12/2014,file,file,File:Panorama Schlossmauer 1.jpg,Environment Canada
22/12/2014,file,file,File:Bodental Schoschelz 2008 0824.JPG,Environment Canada
22/12/2014,file,file,File:Chiro pipo 090.jpg,Environment Canada
22/12/2014,file,file,File:WinterbergI.jpg,Environment Canada
22/12/2014,file,file,File:Einzelbild Sonnenuntergang.jpg,Environment Canada
23/12/2014,military,military unit,British Pacific Fleet,Canadian Department of National Defence
23/12/2014,place,quebec canada,Gatineau,Canadian House of Commons
23/12/2014,place,quebec canada,Gatineau,Canadian House of Commons
23/12/2014,media,internet,Star Wars Kid,Industry Canada
23/12/2014,alcohol,beer,Liste de microbrasseries québécoises,Department of Justice Canada
23/12/2014,alcohol,beer,List of breweries in Quebec,Department of Justice Canada
24/12/2014,media,actor,John Barbour (actor),Shared Services Canada
24/12/2014,talk,talk,Talk:Hanumass,Canadian Space Agency
24/12/2014,talk,talk,Talk:Hanumass,Canadian Space Agency
24/12/2014,deleted,deleted,Hanumass,Canadian Space Agency
24/12/2014,deleted,deleted,Hanumass,Canadian Space Agency
24/12/2014,deleted,deleted,Hanumass,Canadian Space Agency
24/12/2014,deleted,deleted,Hanumass,Canadian Space Agency
24/12/2014,talk,talk,Talk:Hanumass,Canadian Space Agency
24/12/2014,religion,religious person,Saladin,Shared Services Canada
24/12/2014,religion,religious person,Saladin,Shared Services Canada
25/12/2014,media,television,Eight Is Enough,Shared Services Canada
28/12/2014,place,ontario canada,Ottawa,Natural Resources Canada
28/12/2014,media,television,Iron Chef,Shared Services Canada
28/12/2014,place,alberta canada,Tawa Edmonton,Environment Canada
28/12/2014,place,ontario canada,Ottawa,Natural Resources Canada
29/12/2014,science,theory,Context-based model of minimal coun,Canadian Department of National Defence
29/12/2014,place,asia,Upal,Canadian Department of National Defence
29/12/2014,place,asia,Upal,Canadian Department of National Defence
29/12/2014,place,asia,Upal,Canadian Department of National Defence
29/12/2014,language,language,Postdiction,Canadian Department of National Defence
29/12/2014,language,language,Postdiction,Canadian Department of National Defence
29/12/2014,language,language,Postdiction,Canadian Department of National Defence
29/12/2014,language,language,Postdiction,Canadian Department of National Defence
29/12/2014,language,language,Postdiction,Canadian Department of National Defence
29/12/2014,place,caribbean,Saint Lucia,Shared Services Canada
29/12/2014,media,television,Early Edition,Shared Services Canada
29/12/2014,politics,department,Transportation Safety Board of Canada,Shared Services Canada
29/12/2014,politics,department,Transportation Safety Board of Canada,Shared Services Canada
29/12/2014,politics,department,Bureau de la sécurité des transports,Shared Services Canada
29/12/2014,file,file,File:Bikers no. 43 Copyright Daniel D. Teoli Jr..jpg,Environment Canada
29/12/2014,file,file,File:Crepúsculo na alvorada Ipiranga. - panoramio.jpg,Environment Canada
29/12/2014,file,file,File:Céu matinal Ipiranga - panoramio.jpg,Environment Canada
29/12/2014,file,file,File:Céu tempestuoso Vila Mariana - panoramio.jpg,Environment Canada
29/12/2014,file,file,File:Jd. Bonfiglioli Butantã - panoramio.jpg,Environment Canada
29/12/2014,file,file,File:Mt Batur and Mt Abang 200507.jpg,Environment Canada
29/12/2014,file,file,File:Parting with the Skyline (2844995862).jpg,Environment Canada
29/12/2014,file,file,File:Parco di Serravalle 9.jpg,Environment Canada
29/12/2014,file,file,File:Parco di Serravalle 9.jpg,Environment Canada
29/12/2014,file,file,File:PB142150 (3031203889).jpg,Environment Canada
29/12/2014,file,file,File:PB142159 (3031204737).jpg,Environment Canada
29/12/2014,media,film,Blown Away (1994 film),Shared Services Canada
29/12/2014,military,soldier,Isa Boletini,Shared Services Canada
29/12/2014,media,actor,August Schellenberg,Canadian House of Commons
29/12/2014,media,television,Lost Girl,Shared Services Canada
29/12/2014,media,television,Lost Girl,Finance Canada
29/12/2014,sports,hockey,2014 Spengler Cup,Shared Services Canada
29/12/2014,sports,hockey,2014 Spengler Cup,Shared Services Canada
29/12/2014,sports,basketball,James Naismith,Shared Services Canada
30/12/2014,file,file,File:NOAA MTSAT Indonesia 12282014 0032z Cropped.jpg,Environment Canada
30/12/2014,file,file,File:ELM 2248 MF-STAR radar onboard INS Kolkata (D63) of,Environment Canada
30/12/2014,file,file,File:ELM-2238 STAR radar onboard INS Satpura (F48).png,Environment Canada
30/12/2014,alcohol,whiskey,Blended whiskey,Shared Services Canada
30/12/2014,alcohol,whiskey,Blended whiskey,Shared Services Canada
30/12/2014,politics,politics event,Enlargement of the European Union,Shared Services Canada
30/12/2014,arts,legend,Damon and Pythias,Department of Justice Canada
30/12/2014,education,university,William Lyon Mackenzie Collegiate Institute,Shared Services Canada
30/12/2014,file,file,File:Air Asia QZ8501 Flight Path and Satellite Imagery.j,Environment Canada
30/12/2014,military,military unit,Regimental nicknames of the Canadian Forces,Shared Services Canada
30/12/2014,military,military equipment,SS Arlington,Canadian Department of National Defence
30/12/2014,politics,politics event,Enlargement of the European Union,Shared Services Canada
31/12/2014,science,science object,Q910548,Shared Services Canada
31/12/2014,sports,mixed martial arts,UFC 182,Canadian Department of National Defence
31/12/2014,sports,mixed martial arts,UFC 182,Canadian Department of National Defence
31/12/2014,sports,mixed martial arts,UFC 182,Canadian Department of National Defence
31/12/2014,place,ontario canada,Hampton Park Ottawa,Industry Canada
31/12/2014,place,ontario canada,Hampton Park Ottawa,Industry Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Finance Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Shared Services Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Finance Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Shared Services Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Finance Canada
02/01/2015,sports,soccer,Campeonato Sudamericano Sub-20 de 1979,Shared Services Canada
02/01/2015,alcohol,beer,List of Molson Coors brands,Shared Services Canada
02/01/2015,technology,software,Poser,Shared Services Canada
02/01/2015,technology,software,Poser,Shared Services Canada
02/01/2015,technology,software,Victoria (3D figure),Shared Services Canada
02/01/2015,technology,software,Victoria (3D figure),Shared Services Canada
02/01/2015,technology,software,Victoria (3D figure),Shared Services Canada
05/01/2015,sports,athletics,Rod Smith (sportscaster),Shared Services Canada
05/01/2015,politics,politician,Erin O'Toole,Shared Services Canada
05/01/2015,politics,politician,Minister of Veterans Affairs,Shared Services Canada
05/01/2015,politics,politician,Minister of Veterans Affairs,Shared Services Canada
05/01/2015,language,language,Shrug,Shared Services Canada
05/01/2015,disambiguation,disambiguation,Michael Hopkins,Canadian Department of National Defence
05/01/2015,education,high school,Cairine Wilson Secondary School,Shared Services Canada
05/01/2015,technology,theory,Expert system,Shared Services Canada
05/01/2015,politics,politician,Ed Fast,Shared Services Canada
05/01/2015,sports,soccer,1979 South American U-20 Championship,Finance Canada
05/01/2015,sports,soccer,1979 South American U-20 Championship,Shared Services Canada
06/01/2015,media,game,HeroQuest,Shared Services Canada
06/01/2015,media,game,HeroQuest,Shared Services Canada
06/01/2015,media,game,HeroQuest,Shared Services Canada
06/01/2015,media,game,HeroQuest,Shared Services Canada
06/01/2015,media,game,HeroQuest,Shared Services Canada
06/01/2015,science,math,Modus tollens,Shared Services Canada
06/01/2015,politics,politician,Ed Fast,Shared Services Canada
06/01/2015,place,ontario canada,Russell Ontario,Shared Services Canada
06/01/2015,science,theory,Tropical and subtropical dry broadleaf forests,Shared Services Canada
06/01/2015,science,theory,Tropical and subtropical dry broadleaf forests,Shared Services Canada
06/01/2015,place,geography,Continent,Canadian Department of National Defence
06/01/2015,place,geography,Continent,Canadian Department of National Defence
06/01/2015,science,theory,Nerium,Natural Resources Canada
06/01/2015,technology,scientist,Carlisle Adams,Shared Services Canada
08/01/2015,politics,organisation,Charitable organizations (Canada),Shared Services Canada
08/01/2015,media,radio,Jerry Agar,Shared Services Canada
09/01/2015,file,file,File:Radar Aurora in Sochi.jpg,Environment Canada
09/01/2015,military,military place,List of armouries in Canada,Canadian Department of National Defence
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Government of Canada
09/01/2015,media,television,The Girls in the Office,Shared Services Canada
09/01/2015,place,america,Poland Maine,Canadian Department of National Defence
09/01/2015,place,america,Poland Maine,Canadian Department of National Defence
09/01/2015,disambiguation,disambiguation,Vovin,Canadian Department of National Defence
09/01/2015,disambiguation,disambiguation,Vovin,Canadian Department of National Defence
09/01/2015,disambiguation,disambiguation,Vovin,Canadian Department of National Defence
09/01/2015,media,event,List of commemorative days,Environment Canada
09/01/2015,media,event,List of commemorative days,Environment Canada
09/01/2015,sports,curling,2015 Canadian Junior Curling Championships – Women's,Shared Services Canada
09/01/2015,politics,politician,Ed Fast,Shared Services Canada
09/01/2015,media,radio,CBLA-FM,Canadian Broadcasting Corporation
09/01/2015,politics,coat of arms,Armoiries de l'Alberta,Shared Services Canada
09/01/2015,talk,talk,Talk:Charlie Hebdo shooting,Canadian Department of National Defence
09/01/2015,military,military unit,HMCS Annapolis (DDH 265),Canadian Department of National Defence
10/01/2015,file,file,File:PSM V39 D648 Various forms of hydrometers.jpg,Environment Canada
10/01/2015,draft,draft,Draft:6 Intelligence Company,Canadian Department of National Defence
10/01/2015,draft,draft,Draft:6 Intelligence Company,Canadian Department of National Defence
10/01/2015,draft,draft,Draft:6 Intelligence Company,Canadian Department of National Defence
12/01/2015,aviation,airport,Saint Helena Airport,Canadian Department of National Defence
12/01/2015,media,television,Amanda Lang,Shared Services Canada
12/01/2015,politics,politician,Marie-Madeleine Lachenais,Industry Canada
12/01/2015,science,scientist,Nicolas Leblanc,Shared Services Canada
12/01/2015,media,book,The Ten O'Clock People,Industry Canada
12/01/2015,talk,talk,Talk:Lays of Ancient Rome,Natural Resources Canada
12/01/2015,media,television,Rudyard Griffiths,Canadian Broadcasting Corporation
12/01/2015,media,television,Rudyard Griffiths,Canadian Broadcasting Corporation
12/01/2015,media,television,Rudyard Griffiths,Canadian Broadcasting Corporation
13/01/2015,military,soldier,List of Freedom of the City recipients (military),Shared Services Canada
13/01/2015,politics,politician,José Nunez-Melo,Canadian House of Commons
13/01/2015,media,television,Sister Wives,Canadian Department of National Defence
13/01/2015,media,television,Sister Wives,Canadian Department of National Defence
13/01/2015,technology,aviation,List of accidents and incidents inv,Canadian Department of National Defence
13/01/2015,politics,politics event,Nova Scotia general election 2013,Canadian House of Commons
13/01/2015,education,high school,Aldershot School,Canadian Department of National Defence
13/01/2015,politics,politician,Manon Perreault,Canadian House of Commons
13/01/2015,product,clothing,Canada Goose (clothing),Shared Services Canada
13/01/2015,science,animal,Wagyu,Shared Services Canada
13/01/2015,science,animal,Wagyu,Shared Services Canada
13/01/2015,politics,politician,Jean-François Larose,Canadian House of Commons
15/01/2015,politics,law,Oligarchy,Canadian Department of National Defence
15/01/2015,template,template,Template:JYP Entertainment,Shared Services Canada
15/01/2015,place,ontario canada,Riverside South Ottawa,Statistics Canada
15/01/2015,politics,politician,Anna Chapman,Shared Services Canada
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
15/01/2015,politics,politician,Patrick Brown (politician),Canadian House of Commons
16/01/2015,military,military unit,5th Canadian Division,Canadian Department of National Defence
16/01/2015,military,military equipment,SIG Sauer P220,Canadian Department of National Defence
16/01/2015,special,special,Special:Log/gwtoolset,Environment Canada
16/01/2015,special,special,Special:Log/gwtoolset,Environment Canada
16/01/2015,file,file,File:Spissatus spi.jpg,Environment Canada
16/01/2015,file,file,File:Cumulonimbus capillatus 4.jpg,Environment Canada
16/01/2015,special,special,Special:Log/gwtoolset,Environment Canada
16/01/2015,file,file,File:Sisainen rajakerros.png,Environment Canada
16/01/2015,file,file,File:Sisainen rajakerros.png,Environment Canada
19/01/2015,file,file,File:Clouds Bonheiden Belgium jun 2014.jpg,Environment Canada
19/01/2015,military,military event,Structure of the Canadian Army,Canadian Department of National Defence
19/01/2015,military,military event,Structure of the Canadian Army,Canadian Department of National Defence
19/01/2015,politics,politician,Michel Guimond,Shared Services Canada
19/01/2015,company,retail company,Target Canada,Shared Services Canada
19/01/2015,company,retail company,Target Canada,Shared Services Canada
19/01/2015,media,game,Star Citizen,Shared Services Canada
19/01/2015,media,game,Star Citizen,Shared Services Canada
19/01/2015,technology,light rail,List of metro systems,Shared Services Canada
19/01/2015,media,game,Star Citizen,Shared Services Canada
19/01/2015,media,game,Star Citizen,Shared Services Canada
19/01/2015,media,music,Zakk Wylde,Environment Canada
20/01/2015,science,theory,Spina bifida,Canadian Department of National Defence
20/01/2015,police,police,Peel Regional Police,Canadian Department of National Defence
20/01/2015,science,science object,Q2819039,Shared Services Canada
20/01/2015,media,actor,Paul Michael Glaser,Canadian Broadcasting Corporation
20/01/2015,aviation,airline,Winnipeg James Armstrong Richardson,Canadian Department of National Defence
20/01/2015,media,film,Armageddon (1998 film),Shared Services Canada
21/01/2015,place,ontario canada,Canada's Technology Triangle,Industry Canada
21/01/2015,place,ontario canada,Canada's Technology Triangle,Industry Canada
21/01/2015,media,television,List of The Stand characters,Department of Justice Canada
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
21/01/2015,education,high school,Borden Grammar School,Canadian Department of National Defence
21/01/2015,place,ontario canada,Parc de la Gatineau,Finance Canada
21/01/2015,place,ontario canada,Parc de la Gatineau,Shared Services Canada
21/01/2015,sports,bobsleigh,Canada Olympic Park bobsleigh luge  and skeleton tr,Shared Services Canada
22/01/2015,science,science object,Q5513012,Shared Services Canada
22/01/2015,media,film,The Curse of Oak Island,Canadian Department of National Defence
22/01/2015,technology,software,Software framework,Shared Services Canada
22/01/2015,politics,politician,Isabelle Morin,Canadian House of Commons
22/01/2015,politics,politician,Isabelle Morin,Canadian House of Commons
23/01/2015,military,soldier,List of snipers,Library and Archives Canada
23/01/2015,military,soldier,List of snipers,Library and Archives Canada
23/01/2015,media,music,Guy Marcoux,Department of Justice Canada
23/01/2015,media,film,Opposites Attract (1990 film),Government of Canada
23/01/2015,media,film,Opposites Attract (1990 film),Shared Services Canada
23/01/2015,place,quebec canada,Pontiac Quebec,Canadian Department of National Defence
23/01/2015,politics,politician,Niki Ashton,Canadian House of Commons
23/01/2015,user,user,User talk:Padraic,Shared Services Canada
23/01/2015,media,media place,Rogers K-Rock Centre,Shared Services Canada
23/01/2015,place,ontario canada,Ancaster Ontario,Natural Resources Canada
23/01/2015,politics,politician,Niki Ashton,Canadian House of Commons
23/01/2015,politics,law,Citizenship judge,Shared Services Canada
24/01/2015,place,nova scotia canada,Halifax (Nouvelle-Écosse),Finance Canada
24/01/2015,place,nova scotia canada,Halifax (Nouvelle-Écosse),Shared Services Canada
24/01/2015,talk,talk,Talk:Walt Disney World Railroad,Shared Services Canada
24/01/2015,media,music,Madeline Merlo,Canadian Department of National Defence
24/01/2015,media,music,Madeline Merlo,Canadian Department of National Defence
24/01/2015,media,music,Madeline Merlo,Canadian Department of National Defence
24/01/2015,media,music,Madeline Merlo,Canadian Department of National Defence
26/01/2015,media,television,List of Fullmetal Alchemist characters,Environment Canada
26/01/2015,politics,politician,Marjolaine Boutin-Sweet,Canadian House of Commons
26/01/2015,place,africa,Madagascar,Shared Services Canada
26/01/2015,military,military equipment,Boeing C-17 Globemaster III,Canadian Department of National Defence
26/01/2015,politics,event,Suicide of Rehtaeh Parsons,Canadian Department of National Defence
26/01/2015,disambiguation,disambiguation,Castor,Canadian Department of National Defence
26/01/2015,technology,cleaning,Vacuum,Canadian Department of National Defence
